"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20600","Verify user able to login","","Wed Apr 23 09:50:23 UTC 2025","passed","Wed Apr 23 09:50:44 UTC 2025","","Login with an user","Verify user able to login",""
