"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18698","Verify user able to login","","Mon Sep 08 11:31:53 UTC 2025","passed","Mon Sep 08 11:32:11 UTC 2025","","Login with an user","Verify user able to login",""
