"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19792","Verify user able to login","","Mon Sep 08 11:12:43 UTC 2025","passed","Mon Sep 08 11:13:03 UTC 2025","","Login with an user","Verify user able to login",""
